,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
6689,o3Capital,2.4,(2 Reviews),Private,"Bangalore,Karnataka",15,51-200 Employees (Global)
6690,WellPoint,1.0,(2 Reviews),Private,"Indianapolis,Indiana",21,50k-1 Lakh Employees (Global)
6691,Countrywide Fina...,2.1,(2 Reviews),Private,Calabasas,53,50k-1 Lakh Employees (Global)
6692,Prithvi Softech,4.1,(2 Reviews),Private,Chennai,51-200 Employees (Global),
6693,Vendor Developme...,3.0,(2 Reviews),Private,Minneapolis,11-50 Employees (Global),
6694,Betaout,1.8,(2 Reviews),Private,"Noida,Uttar Pradesh",8,51-200 Employees (Global)
6695,Primus Public Sc...,5.0,(2 Reviews),Private,Bangalore,51-200 Employees (India),
6696,Apolo,2.3,(2 Reviews),Private,11-50 Employees (Global),,
6697,Maruti Investmen...,5.0,(2 Reviews),Private,Ahmedabad,51-200 Employees (Global),
6698,BOI Sharehing,4.0,(2 Reviews),Private,"Mumbai,India",51-200 Employees (Global),
6699,Corporate Job Ba...,2.1,(2 Reviews),Private,Tempe,37,1k-5k Employees (Global)
6700,CG Innovations,3.5,(2 Reviews),Private,11-50 Employees (Global),,
6701,EWE Consulting E...,2.2,(2 Reviews),Private,Noida,14,11-50 Employees (Global)
6702,Navo Informatica,5.0,(2 Reviews),Private,Bangalore,11-50 Employees (Global),
6703,AllianceBernstei...,5.0,(2 Reviews),Private,New York,35,1k-5k Employees (Global)
6704,Quant Capital,2.9,(2 Reviews),Private,Mumbai,51-200 Employees (Global),
6705,Sprism Investmen...,1.0,(2 Reviews),Private,Bangalore,11-50 Employees (Global),
6706,India Telecom In...,3.2,(2 Reviews),Private,Bangalore,1k-5k Employees (India),
6707,Indowind Energy,4.2,(2 Reviews),Public,"Chennai,Tamil Nadu",27,201-500 Employees (India)
6708,United Concepts ...,4.0,(2 Reviews),Private,Noida,11-50 Employees (India),
6709,Vardhaman Recrui...,5.0,(2 Reviews),Private,New Delhi,,
6710,Countrywide Home...,5.0,(2 Reviews),Private,Calabasas,53,5k-10k Employees (Global)
6711,Indicus Netlabs,5.0,(2 Reviews),Private,New Delhi,11-50 Employees (Global),
6712,Autoriders Finan...,3.5,(2 Reviews),Public,Mumbai,1k-5k Employees (Global),
6713,Techaries Soft,4.0,(2 Reviews),Private,Bangalore,51-200 Employees (Global),
6714,JMA IT Solutions,1.1,(2 Reviews),Private,Chennai,28,11-50 Employees (India)
6715,MANAGESERVE TECH...,5.0,(2 Reviews),Private,Lake Zurich,11-50 Employees (Global),
6716,NMSEZ,5.0,(2 Reviews),Private,Mumbai,501-1k Employees (Global),
6717,Pragmatix,3.0,(2 Reviews),Private,Palo Alto,51-200 Employees (Global),
6718,Schmid Telecom,5.0,(2 Reviews),Private,,,
6719,Ekutir,1.0,(2 Reviews),Private,"Bhubaneswar,odisha",11-50 Employees (Global),
6720,F1F9,3.0,(2 Reviews),Private,Gurgaon,23,51-200 Employees (Global)
6721,aok In-house BPO...,4.0,(2 Reviews),Private,New Delhi,1k-5k Employees (Global),
6722,Mangal Finance,3.5,(2 Reviews),,,,
6723,Agroy Finance & ...,1.9,(2 Reviews),11-50 Employees (India),,,
6724,General Atlantic,3.4,(2 Reviews),LLP,"New York,New York",42,51-200 Employees (India)
6725,Kokan Mercantile...,4.7,(2 Reviews),,,,
6726,WIZTECH,5.0,(2 Reviews),,,,
6727,Scottish Develop...,5.0,(2 Reviews),Boston,,,
6728,Sellermania,3.3,(2 Reviews),Paris,,,
6729,HGS Engineering,4.4,(2 Reviews),Anniston,,,
6730,CUCKOO ELECTRONI...,4.4,(2 Reviews),Yangsan,,,
6731,Sampath Bank,2.7,(2 Reviews),Colombo,,,
6732,Satchitanand Ste...,3.0,(2 Reviews),Bengaluru,,,
6733,Mercury Manufact...,5.0,(2 Reviews),Chennai,,,
6734,Inet,2.6,(2 Reviews),Chennai,,,
6735,PKS & Company,5.0,(2 Reviews),Salisbury,,,
6736,G&S ENTERPRISES,4.4,(2 Reviews),,,,
6737,TVSNet Technolog...,3.5,(2 Reviews),India,,,
6738,Sway Techno Solu...,1.0,(2 Reviews),Private,"Noida,Uttar Pradesh",13,11-50 Employees (Global)
6739,I3 Technologies,3.7,(2 Reviews),Kochi,,,
6740,Sarvottam,4.2,(2 Reviews),Pune,,,
6741,R-Biopharm,4.0,(2 Reviews),Darmstadt,,,
6742,sourcePEP,1.4,(2 Reviews),Pune,,,
6743,Opera Technologi...,1.0,(2 Reviews),,,,
6744,Dream Catchers,1.0,(2 Reviews),Lucknow,,,
6745,Tiscon Weblogic ...,1.7,(2 Reviews),Chennai,,,
6746,Mentobile,4.5,(2 Reviews),Gurgaon,9,11-50 Employees (India),
6747,Swapnalok,5.0,(2 Reviews),Private,Pune,11-50 Employees (Global),
6748,Ullu,1.6,(2 Reviews),Abu Dhabi,,,
6749,Niton Valves,5.0,(2 Reviews),Mumbai,,,
6750,Bahwan ITON,1.3,(2 Reviews),Private,HyderÄbÄd,11-50 Employees (Global),
6751,Astute Labs,5.0,(2 Reviews),Private,Pune,11-50 Employees (India),
6752,Xtronics Imaging...,4.0,(2 Reviews),Private,Mumbai,11-50 Employees (Global),
6753,Manuh Technologi...,1.0,(2 Reviews),Private,Lakewood,51-200 Employees (Global),
6754,DSE (Delhi Stock...,5.0,(2 Reviews),Private,New Delhi,201-500 Employees (Global),
6755,Advaitaa Technol...,5.0,(2 Reviews),Private,Bedford,11-50 Employees (Global),
6756,ON,4.9,(2 Reviews),Private,Shenzhen,51-200 Employees (Global),
6757,Computoit Soluti...,4.5,(2 Reviews),Private,Bhubaneswar,9,11-50 Employees (Global)
6758,Capital Fortunes,4.0,(2 Reviews),Private,Hyderabad,11-50 Employees (India),
6759,TIIC,2.3,(2 Reviews),Private,"Chennai,Tamil Nadu",73,501-1k Employees (Global)
6760,KAMAZ VECTRA MOT...,5.0,(2 Reviews),Private,51-200 Employees (India),,
6761,Nirva Spa Ellaa ...,5.0,(2 Reviews),Private,India,,
6762,VENUS POWER,5.0,(2 Reviews),Private,,,
6763,Ekutir,1.0,(2 Reviews),Private,"Bhubaneswar,odisha",11-50 Employees (Global),
6764,Indowind Energy,4.2,(2 Reviews),Public,"Chennai,Tamil Nadu",27,201-500 Employees (India)
6765,F1F9,3.0,(2 Reviews),Private,Gurgaon,23,51-200 Employees (Global)
6766,United Concepts ...,4.0,(2 Reviews),Private,Noida,11-50 Employees (India),
6767,Vardhaman Recrui...,5.0,(2 Reviews),Private,New Delhi,,
6768,NSETECH,3.5,(2 Reviews),Private,Mumbai,201-500 Employees (Global),
6769,Sauter Race Tech...,4.0,(2 Reviews),Private,India,,
6770,Mumbai Education...,3.4,(2 Reviews),Private,Mumbai,,
6771,Computers Intern...,5.0,(2 Reviews),Private,Chennai,11-50 Employees (Global),
6772,Tulip IT Service...,3.7,(2 Reviews),Private,India,30,
6773,AMRA Remedies,3.0,(2 Reviews),Private,Mumbai,,
6774,39 Solutions,1.8,(2 Reviews),Private,Mumbai,8,11-50 Employees (India)
6775,Kraft Educationa...,1.3,(2 Reviews),Private,Mumbai,11-50 Employees (Global),
6776,Jolly Engineerin...,3.3,(2 Reviews),Private,Delhi,11-50 Employees (Global),
6777,Cofiser Consulta...,5.0,(2 Reviews),Private,Delhi,11-50 Employees (Global),
6778,Delfoo,4.0,(2 Reviews),Private,"Vadodara/Baroda,Gujarat",9,11-50 Employees (Global)
6779,Steve & Barry's,5.0,(2 Reviews),Private,Port Washington,,
6780,Virtu Tech Solut...,4.0,(2 Reviews),Private,"Hyderābād,telangana",19,51-200 Employees (Global)
6781,Security Sector ...,5.0,(2 Reviews),Private,Gurgaon,10k-50k Employees (Global),
6782,Aditya Birla Gro...,4.8,(2 Reviews),Private,Mumbai,,
6783,Sixpl,4.7,(2 Reviews),Private,New Delhi,11,
6784,D. E. Shaw & Co....,5.0,(2 Reviews),Private,New York,30,501-1k Employees (Global)
6785,Countrywide Home...,5.0,(2 Reviews),Private,Calabasas,53,5k-10k Employees (Global)
6786,Indicus Netlabs,5.0,(2 Reviews),Private,New Delhi,11-50 Employees (Global),
6787,Autoriders Finan...,3.5,(2 Reviews),Public,Mumbai,1k-5k Employees (Global),
6788,Techaries Soft,4.0,(2 Reviews),Private,Bangalore,51-200 Employees (Global),
6789,BankerBay,2.9,(2 Reviews),Private,"Brooklyn,New York",10,11-50 Employees (Global)
6790,India Telecom In...,3.2,(2 Reviews),Private,Bangalore,1k-5k Employees (India),
6791,Schmid Telecom,5.0,(2 Reviews),Private,,,
6792,Quant Capital,2.9,(2 Reviews),Private,Mumbai,51-200 Employees (Global),
6793,aok In-house BPO...,4.0,(2 Reviews),Private,New Delhi,1k-5k Employees (Global),
6794,ACCESS STB Labs,3.6,(2 Reviews),Private,Bangalore,12,11-50 Employees (Global)
6795,EdServ Softsyste...,3.3,(2 Reviews),Public,Chennai,,
6796,mFino,4.0,(2 Reviews),Private,Hyderabad,13,
6797,Zilaxo Advanced ...,3.4,(2 Reviews),Private,Calcutta,8,201-500 Employees (Global)
6798,SankalpTaru Foun...,4.9,(2 Reviews),Private,Dehradun,11-50 Employees (Global),
6799,JasApp TechServ,4.5,(2 Reviews),Private,Jaipur,11,11-50 Employees (Global)
6800,Principal Global...,4.0,(2 Reviews),Private,Des Moines,38,51-200 Employees (Global)
6801,SoftDreamz Techn...,3.0,(2 Reviews),Private,Noida,21,11-50 Employees (Global)
6802,ND Technet,4.0,(2 Reviews),Private,HyderÄbÄd,11-50 Employees (Global),
6803,Amazing Infotech,3.5,(2 Reviews),Private,LÄtÅ«r,,
6804,The Fern Citadel...,4.3,(2 Reviews),Private,Bangalore,201-500 Employees (Global),
6805,NMNC Deisgns,5.0,(2 Reviews),Private,New Delhi,11-50 Employees (Global),
6806,Indiatimes.com,3.0,(2 Reviews),Private,"Gurgaon,Haryana",23,
6807,Grade,5.0,(2 Reviews),Private,New York,,
6808,Floriana,1.5,(2 Reviews),Private,India,,
6809,Opsis System,2.0,(2 Reviews),Private,11-50 Employees (India),,
6810,Jsc Vtb Bank,2.7,(2 Reviews),11-50 Employees (India),,,
6811,Positive Solutio...,2.0,(2 Reviews),,,,
6812,Calyon Bank,1.0,(2 Reviews),,,,
6813,Mudra Financial ...,3.4,(2 Reviews),Public,,,
6814,Recent Insurance...,5.0,(2 Reviews),,,,
6815,T S Mahalingam F...,3.2,(2 Reviews),51-200 Employees (India),,,
6816,WIZTECH,5.0,(2 Reviews),,,,
6817,Scottish Develop...,5.0,(2 Reviews),Boston,,,
6818,Sellermania,3.3,(2 Reviews),Paris,,,
6819,HGS Engineering,4.4,(2 Reviews),Anniston,,,
6820,CUCKOO ELECTRONI...,4.4,(2 Reviews),Yangsan,,,
6821,Sampath Bank,2.7,(2 Reviews),Colombo,,,
6822,Satchitanand Ste...,3.0,(2 Reviews),Bengaluru,,,
6823,Mercury Manufact...,5.0,(2 Reviews),Chennai,,,
6824,Inet,2.6,(2 Reviews),Chennai,,,
6825,PKS & Company,5.0,(2 Reviews),Salisbury,,,
6826,G&S ENTERPRISES,4.4,(2 Reviews),,,,
6827,TVSNet Technolog...,3.5,(2 Reviews),India,,,
6828,Sway Techno Solu...,1.0,(2 Reviews),Private,"Noida,Uttar Pradesh",13,11-50 Employees (Global)
6829,I3 Technologies,3.7,(2 Reviews),Kochi,,,
6830,Sarvottam,4.2,(2 Reviews),Pune,,,
6831,R-Biopharm,4.0,(2 Reviews),Darmstadt,,,
6832,sourcePEP,1.4,(2 Reviews),Pune,,,
6833,Opera Technologi...,1.0,(2 Reviews),,,,
6834,Shree Pushkar Pe...,4.4,(2 Reviews),Mumbai,,,
6835,Greenroom,3.0,(2 Reviews),Bengaluru,7,,
6836,ISSL Market Serv...,1.2,(2 Reviews),Private,Mumbai,9,51-200 Employees (Global)
6837,BlogAdda,1.0,(2 Reviews),Private,Mumbai,15,11-50 Employees (Global)
6838,LRR Technologies,1.5,(2 Reviews),1-10 Employees (India),,,
6839,ABM Travels & To...,4.9,(2 Reviews),New Delhi,11-50 Employees (India),,
6840,VNR Software Sol...,4.9,(2 Reviews),Kakinada,,,
6841,NetwoX,5.0,(2 Reviews),Pune,,,
6842,Chandra Proteco,1.0,(2 Reviews),,,,
6843,Miven Machine To...,4.3,(2 Reviews),Public,Hubli,37,51-200 Employees (India)
6844,Ajay Misra and A...,5.0,(2 Reviews),New Delhi,,,
6845,Visions DIS,3.1,(2 Reviews),India,,,
6846,E14 Technologies,4.5,(2 Reviews),Mumbai,1-10 Employees (India),,
6847,Myospaz Software...,5.0,(2 Reviews),Pune,8,11-50 Employees (India),
6848,Mayuri Infomedia,5.0,(2 Reviews),Chennai,,,
6849,FRSH,5.0,(2 Reviews),"Gurgaon,Haryana",9,,
6850,Jhaveri Labs,3.9,(2 Reviews),Mumbai,,,
6851,Chemico Processi...,2.5,(2 Reviews),Noida,,,
6852,Anvesak,4.6,(2 Reviews),Gurgaon,,,
6853,Vijay High Schoo...,2.0,(2 Reviews),,,,
6854,F. Harley & Comp...,5.0,(2 Reviews),Kolkata,51-200 Employees (India),,
6855,iAdroit,5.0,(2 Reviews),Kolkata,16,,
6856,Celec Enterprise...,3.2,(2 Reviews),Ludhiana,11-50 Employees (India),,
6857,Pranava EET,4.0,(2 Reviews),Hyderabad,13,,
6858,Finance Monitor,4.2,(2 Reviews),11-50 Employees (India),,,
6859,Gateway Financia...,1.0,(2 Reviews),11-50 Employees (India),,,
6860,Recent Insurance...,5.0,(2 Reviews),,,,
6861,Secura,3.0,(2 Reviews),,,,
6862,Trans Scan Secur...,4.7,(2 Reviews),"Calcutta,west Bengal",51-200 Employees (India),,
6863,RACE Bank Exam C...,2.9,(2 Reviews),,,,
6864,Mudra Financial ...,3.4,(2 Reviews),Public,,,
6865,Standard Life,5.0,(2 Reviews),,,,
6866,National Minorit...,4.7,(2 Reviews),,,,
6867,Dugar Finance,1.0,(2 Reviews),Public,,,
6868,Continental Sura...,2.8,(2 Reviews),51-200 Employees (India),,,
6869,Munich Re,3.0,(2 Reviews),201-500 Employees (India),,,
6870,Calyon Bank,1.0,(2 Reviews),,,,
6871,Delhi Financial ...,4.0,(2 Reviews),201-500 Employees (India),,,
6872,T S Mahalingam F...,3.2,(2 Reviews),51-200 Employees (India),,,
6873,Assure FInancial...,5.0,(2 Reviews),1-10 Employees (Global),,,
6874,Acme Insurance B...,1.0,(2 Reviews),11-50 Employees (India),,,
6875,Oman Investment ...,5.0,(2 Reviews),,,,
6876,SattvaSoft,5.0,(2 Reviews),Ahmedabad,9,,
6877,Aditya Maheshwar...,4.6,(2 Reviews),Kolkata,,,
6878,"JRS & Co., Chart...",3.4,(2 Reviews),51-200 Employees (India),,,
6879,SVA India,5.0,(2 Reviews),Public,Mumbai,41,11-50 Employees (India)
6880,Winvotech Techni...,4.0,(2 Reviews),Bengaluru,,,
6881,Saravana Stocks,5.0,(2 Reviews),Chennai,51-200 Employees (India),,
6882,Trimaax Technolo...,4.0,(2 Reviews),,,,
6883,Supplified,1.9,(2 Reviews),New Delhi,,,
6884,EC&MW,4.3,(2 Reviews),Elko,,,
6885,Vertex Infras,4.8,(2 Reviews),Bengaluru,,,
6886,Possit Skill,3.1,(2 Reviews),,,,
6887,iOrderFresh,3.4,(2 Reviews),"Gurgaon,Haryana",8,,
6888,RMR Shah & Compa...,5.0,(2 Reviews),Pune,,,
6889,InorganicMind Au...,2.9,(2 Reviews),Pune,7,,
6890,Hansaa Digiventu...,4.1,(2 Reviews),Public,"Vadodara/Baroda,Gujarat",9,11-50 Employees (Global)
6891,Karigari,3.1,(2 Reviews),New Delhi,14,,
6892,International La...,3.0,(2 Reviews),New Delhi,1-10 Employees (India),,
6893,Avfast India,4.8,(2 Reviews),,,,
6894,Warriorz Soft Te...,1.0,(2 Reviews),Hyderabad,,,
6895,Chemiron Interna...,2.0,(2 Reviews),Lagos,,,
6896,Kraff Software,4.8,(2 Reviews),Ahmedabad,11-50 Employees (India),,
6897,Varshaa Weblabs,4.4,(2 Reviews),Proprietorship,"Surat,Gujarat",13,51-200 Employees (Global)
6898,Briston Technoma...,4.0,(2 Reviews),"Delhi,NCT",8,,
6899,Keylight,1.1,(2 Reviews),Mumbai,,,
6900,Baba Motors,4.0,(2 Reviews),,,,
6901,Tubelight Digita...,3.8,(2 Reviews),Mumbai,12,,
6902,Saarthi Sofware ...,1.0,(2 Reviews),Mumbai,,,
6903,Naswiz Holidays,4.0,(2 Reviews),New Delhi,,,
6904,Seshadripuram Fi...,4.6,(2 Reviews),Yelahanka,,,
6905,Ninja Online Ser...,4.6,(2 Reviews),Mumbai,9,,
6906,Pune City Deals,1.0,(2 Reviews),Pune,,,
6907,Prodigy Comnet T...,4.0,(2 Reviews),,,,
6908,Ideal Systems,5.0,(2 Reviews),Ahmedabad,30,51-200 Employees (India),
6909,AP Techpins,4.6,(2 Reviews),Gurgaon,7,,
6910,Leegan Softwares,3.8,(2 Reviews),Thane,,,
6911,AP Society for K...,4.0,(2 Reviews),,,,
6912,NetwoX,5.0,(2 Reviews),Pune,,,
6913,AV Software Solu...,4.5,(2 Reviews),LLC,"Mumbai,Maharashtra",10,11-50 Employees (Global)
6914,Mojola IT Soluti...,3.5,(2 Reviews),Bengaluru,,,
6915,HI - Q SOLUTIONS,5.0,(2 Reviews),Kolkata,,,
6916,Enspar Energy So...,4.3,(2 Reviews),Bengaluru,10,,
6917,SIB Infotech,2.7,(2 Reviews),Private,"Mumbai,Maharashtra",17,11-50 Employees (Global)
6918,Vahrehvah Creati...,4.8,(2 Reviews),Hyderabad,15,,
6919,Infocity,4.0,(2 Reviews),"Gandhinagar,Gujarat",15,,
6920,Sujan Group,5.0,(2 Reviews),Thane,45,,
6921,VA Studio,2.3,(2 Reviews),Kolkata,,,
6922,Intellect Tech,3.1,(2 Reviews),Hyderabad,,,
6923,RGK Engineering ...,3.0,(2 Reviews),Bengaluru,11-50 Employees (India),,
6924,SectorQube,5.0,(2 Reviews),"Kochi,Kerala",11,,
6925,LogiLink,3.2,(2 Reviews),Bengaluru,10,,
6926,Mayuri Infomedia,5.0,(2 Reviews),Chennai,,,
6927,Pumpkart,1.6,(2 Reviews),"Chandigarh,Union Territory Of Chandigarh",8,,
6928,Padath Infotainm...,5.0,(2 Reviews),Kochi,9,,
6929,Anvesak,4.6,(2 Reviews),Gurgaon,,,
6930,ShriMSoft,3.0,(2 Reviews),Chennai,,,
6931,Calorx Education...,5.0,(2 Reviews),Ahmedabad,27,,
6932,GL Technocraft,4.9,(2 Reviews),Aundh,,,
6933,Baba Motors,4.0,(2 Reviews),,,,
6934,Tubelight Digita...,3.8,(2 Reviews),Mumbai,12,,
6935,Saarthi Sofware ...,1.0,(2 Reviews),Mumbai,,,
6936,Panacea Institut...,4.6,(2 Reviews),Jaipur,,,
6937,Ninja Online Ser...,4.6,(2 Reviews),Mumbai,9,,
6938,Sasi Nalla Techn...,5.0,(2 Reviews),Erode,1-10 Employees (India),,
6939,GOAL Institute,4.6,(2 Reviews),Patna,,,
6940,Ideal Systems,5.0,(2 Reviews),Ahmedabad,30,51-200 Employees (India),
6941,Leegan Softwares,3.8,(2 Reviews),Thane,,,
6942,E Gramin Service...,4.0,(2 Reviews),Bhuvaneshwara Nagar,13,,
6943,MindTraits Innov...,4.0,(2 Reviews),Bengaluru,10,,
6944,AV Software Solu...,4.5,(2 Reviews),LLC,"Mumbai,Maharashtra",10,11-50 Employees (Global)
6945,Mojola IT Soluti...,3.5,(2 Reviews),Bengaluru,,,
6946,Schweitzer Syste...,1.7,(2 Reviews),Mumbai,,,
6947,DataBi,5.0,(2 Reviews),Bengaluru,,,
6948,Aster e Technolo...,2.1,(2 Reviews),Bengaluru,11-50 Employees (India),,
6949,Convivial Soluti...,3.5,(2 Reviews),Pune,,,
6950,Sandwoods Infrat...,4.8,(2 Reviews),Chandigarh,51-200 Employees (India),,
6951,Third Leap,1.5,(2 Reviews),San Jose,,,
6952,Website Designin...,3.2,(2 Reviews),Kolkata,,,
6953,REJAG Technologi...,4.0,(2 Reviews),Bengaluru,8,,
6954,Fusion Plus Indi...,2.8,(2 Reviews),Chennai,,,
6955,Mahendra Pharma,3.4,(2 Reviews),,,,
6956,Harish Textile G...,3.0,(2 Reviews),Private,Mumbai,11-50 Employees (India),
6957,Dignizant Techno...,5.0,(2 Reviews),Surat,13,,
6958,We'rcreative,3.8,(2 Reviews),Fort Kochi,,,
6959,Azani Sports,3.0,(2 Reviews),Bengaluru,,,
6960,Vignyanworx,3.9,(2 Reviews),Bengaluru,6,,
6961,EcoCentric Manag...,3.2,(2 Reviews),"Mumbai,Maharashtra",10,11-50 Employees (India),
6962,Ace Express,4.8,(2 Reviews),Chennai,11-50 Employees (India),,
6963,Digitally Next,2.6,(2 Reviews),New Delhi,1-10 Employees (India),,
6964,Global Software ...,4.9,(2 Reviews),Chennai,,,
6965,Fame IT Consulta...,4.2,(2 Reviews),Ahmedabad,12,,
6966,Thoughtrains Des...,1.6,(2 Reviews),Vashi,,,
6967,Knack Consulting...,2.6,(2 Reviews),New Delhi,13,11-50 Employees (India),
6968,Osumare,2.7,(2 Reviews),Pune,,,
6969,Greenhandle,2.9,(2 Reviews),Private,"Mumbai,Maharashtra",7,11-50 Employees (Global)
6970,Rocket-Testtailo...,2.3,(2 Reviews),Private,Gurgaon,7,11-50 Employees (Global)
6971,DesignSense Soft...,2.5,(2 Reviews),Bengaluru,9,11-50 Employees (India),
6972,Medikwik Healthc...,3.0,(2 Reviews),Gurgaon,,,
6973,Timeless Venture...,5.0,(2 Reviews),Chennai,8,,
6974,Research Designs...,4.7,(2 Reviews),1k-5k Employees (India),,,
6975,MiTej Technologi...,4.5,(2 Reviews),Pune,15,,
6976,Indian Social Re...,4.4,(2 Reviews),New Delhi,9,,
6977,SCGK BUILTECH,5.0,(2 Reviews),Ambarnath,,,
6978,E.A. Patil Assoc...,4.9,(2 Reviews),Vashi,51-200 Employees (India),,
6979,Codefyne Softwar...,2.1,(2 Reviews),Hyderabad,,,
6980,Hosanna Tours An...,4.3,(2 Reviews),Salem,,,
6981,Birla Apple Spir...,4.7,(2 Reviews),Bengaluru,37,,
6982,Kalypso Adventur...,5.0,(2 Reviews),Kochi,22,11-50 Employees (India),
6983,Digital Impact S...,4.8,(2 Reviews),Nashik,,,
6984,Technoxom,1.9,(2 Reviews),Noida,,,
6985,Quimztech Soluti...,4.5,(2 Reviews),Pune,,,
6986,TNM Software Sol...,5.0,(2 Reviews),,,,
6987,Sri Amman Enterp...,4.0,(2 Reviews),Coimbatore,,,
6988,Anam Ecommerce,3.8,(2 Reviews),,,,
6989,WICAB Engineerin...,5.0,(2 Reviews),Ghaziabad,,,
6990,Repaireasy,5.0,(2 Reviews),"Pune,Maharashtra",9,11-50 Employees (Global),
6991,The Interface,5.0,(2 Reviews),Mumbai,,,
6992,Bigsoft Technolo...,2.4,(2 Reviews),Bengaluru,,,
6993,Anant Education ...,1.1,(2 Reviews),Kolkata,11,,
6994,Agile Rise Softw...,4.9,(2 Reviews),Bengaluru,8,,
6995,Aryan SoftTech,4.0,(2 Reviews),,,,
6996,Axiom Softech,5.0,(2 Reviews),Nagpur,,,
6997,Connecting Dots(...,5.0,(2 Reviews),Bengaluru,,,
6998,SirNaik Green Te...,5.0,(2 Reviews),Bengaluru,,,
6999,Catabatic Automa...,4.9,(2 Reviews),Private,"Gurgaon/Gurugram,Haryana",17,11-50 Employees (India)
7000,Focus Training S...,1.1,(2 Reviews),Pune,,,
7001,College Media,4.0,(2 Reviews),Lucknow,,,
7002,Kesari Exports,3.9,(2 Reviews),Surat,9,,
7003,Brain Mentors,5.0,(2 Reviews),"Rohini,Rajasthan",,,
7004,NirSan Health,2.3,(2 Reviews),Gurgaon,,,
7005,Prolore Search M...,5.0,(2 Reviews),Bengaluru,11,11-50 Employees (India),
7006,Tots First Step ...,4.6,(2 Reviews),Mohali,,,
7007,Unicom ERP,5.0,(2 Reviews),Dubai,11,,
7008,Neti Software Se...,5.0,(2 Reviews),Hyderabad,11,,
7009,SkillMetrix Know...,4.0,(2 Reviews),Pune,9,,
7010,Gapblue,4.5,(2 Reviews),Pleasanton,,,
7011,Alphard Itech,5.0,(2 Reviews),Bengaluru,,,
7012,Environmental Bu...,5.0,(2 Reviews),,,,
7013,H1STARLIGHT,1.2,(2 Reviews),New Delhi,,,
7014,CodeLand InfoSol...,1.0,(2 Reviews),Bengaluru,11,,
7015,Data Design Indi...,5.0,(2 Reviews),,,,
7016,Nirmala Memorial...,4.0,(2 Reviews),Mumbai,,,
7017,Goodtech Consult...,1.7,(2 Reviews),Mumbai,,,
7018,Association for ...,4.8,(2 Reviews),Lucknow,24,,
7019,KFTRONICS,5.0,(2 Reviews),Chennai,,,
7020,Jinen Fincap,1.0,(2 Reviews),Ahmedabad,,,
7021,Ore Technology S...,4.3,(2 Reviews),Anna Nagar,,,
7022,H1STARLIGHT,1.2,(2 Reviews),New Delhi,,,
7023,DuchSoft Solutio...,1.6,(2 Reviews),Mumbai,8,,
7024,Jigjiga Universi...,3.7,(2 Reviews),Jijiga,,,
7025,Savaari,4.9,(2 Reviews),"Bangalore,Karnataka",16,51-200 Employees (India),
7026,3Sins Technologi...,4.7,(2 Reviews),Bengaluru,7,,
7027,Earnest John Gro...,1.0,(2 Reviews),Mumbai,51-200 Employees (India),,
7028,Codeinks Softwar...,3.4,(2 Reviews),Bengaluru,9,10k-50k Employees (India),
7029,Saent India Engi...,1.0,(2 Reviews),Kolkata,,,
7030,BEST IT Solution...,5.0,(2 Reviews),Hyderabad,,,
7031,Velotech Solutio...,4.0,(2 Reviews),Pune,,,
7032,CareerForce HR S...,4.6,(2 Reviews),Bengaluru,,,
7033,Association for ...,4.8,(2 Reviews),Lucknow,24,,
7034,SAIF,4.2,(2 Reviews),Salem,,,
7035,Preksh Innovatio...,4.0,(2 Reviews),"Bangalore,Karnataka",7,,
7036,TSQUARE Software,5.0,(2 Reviews),Pune,,,
7037,Arkyminds Soluti...,5.0,(2 Reviews),Chennai,,,
7038,Mopharma Digital...,4.7,(2 Reviews),Mumbai,22,,
7039,Optimise Media,5.0,(2 Reviews),Norwich,,,
7040,R.G. Rolling Ind...,4.0,(2 Reviews),Ghaziabad,,,
7041,WiseSample,4.3,(2 Reviews),Toronto,,,
7042,Om Steel Industr...,4.1,(2 Reviews),Ludhiana,,,
7043,init Call Techno...,3.6,(2 Reviews),Ambala,,,
7044,Techclyde Servic...,4.0,(2 Reviews),Bengaluru,7,,
